"","titre","resume","mots.clefs","mots.clefs_nb","auteurs","Auteurs_sexes","auteurs_nb","Annee","Volume","Numero","Periode","rubrique_net1","ident","rubrique_net","auteurs_nbs","langue"
"2311","baisse de la fécondité dans plusieurs pays en développement","","",0,"J. H.; J.-C. C.",NA,2,1972,27,2,"(1970,1980]","notes de recherche et documents",4612,"article","2","fr"
"2312","les pertes en vies humaines lors de la deuxième guerre en divers pays et spécialement en italie","","",0,"J. H.",NA,1,1972,27,2,"(1970,1980]","notes de recherche et documents",4613,"article","1","fr"
"2313","rôle des facteurs génétiques dans les malformations congénitales rapport d'un groupe scientifique de l'oms","","",0,"H. L.",NA,1,1972,27,2,"(1970,1980]","notes de recherche et documents",4621,"article","1","fr"
"2314","civilisation du loisir","","",0,"C. M.",NA,1,1972,27,2,"(1970,1980]","notes de recherche et documents",4626,"article","1","fr"
"2315","problèmes de l'aide à l'éducation dans les pays du tiers-monde exemples africains","","",0,"A. W.",NA,1,1972,27,2,"(1970,1980]","notes de recherche et documents",4628,"article","1","fr"
"2316","les collectivités rurales françaises étude comparative de changement social","","",0,"A. A.",NA,1,1972,27,2,"(1970,1980]","notes de recherche et documents",4631,"article","1","fr"
"2317","les charges économiques et les avantages de la croissance de la population","","",0,"Alfred Sauvy","Homme",1,1972,27,1,"(1970,1980]","autres",4653,"autres","1","fr"
"2318","pertes de l'armée de terre sous le premier empire, d'après les registres matricules","","",0,"Jacques Houdaille","HommeS",1,1972,27,1,"(1970,1980]","autres",4658,"autres","1","fr"
"2319","l'activité professionnelle aux âges élevés","","",0,"Jacqueline Maslowski","Femme",1,1972,27,1,"(1970,1980]","autres",4659,"autres","1","fr"
"2320","la population des hospices et des maisons de retraite","","",0,"Michèle Mayen","Femme",1,1972,27,1,"(1970,1980]","autres",4661,"autres","1","fr"
"2321","description de la structure génétique transversale d'une population application aux bediket","","",0,"Hervé Le Bras; André Langaney","HommeS",2,1972,27,1,"(1970,1980]","autres",4662,"autres","2","fr"
"2322","nouvelles données biométriques sur le post-partum","","",0,"Henri Leridon","HommeS",1,1972,27,1,"(1970,1980]","notes de recherche et documents",4663,"article","1","fr"
"2323","attitude des prêtres catholiques de trois pays, vis-à-vis de la limitation des naissances","","",0,"J. H.",NA,1,1972,27,1,"(1970,1980]","notes de recherche et documents",4664,"article","1","fr"
"2324","la stérilisation aux étatsunis","","",0,"J. H.",NA,1,1972,27,1,"(1970,1980]","notes de recherche et documents",4665,"article","1","fr"
"2325","la population de la jamaïque","","",0,"J. H.",NA,1,1972,27,1,"(1970,1980]","notes de recherche et documents",4666,"article","1","fr"
"2326","la population de l'ile maurice","","",0,"J. H.",NA,1,1972,27,1,"(1970,1980]","notes de recherche et documents",4667,"article","1","fr"
"2327","etude statistique nationale de la population vol i presentation générale de l'enquête","","",0,"A. W.",NA,1,1972,27,1,"(1970,1980]","autres",4670,"autres","1","fr"
"2328","le développement de l'agriculture en europe méridonale","","",0,"A. W.",NA,1,1972,27,1,"(1970,1980]","autres",4675,"autres","1","fr"
"2329","la localisation industrielle leçons de l'expérience","","",0,"Jean-Noël Biraben","HommeS",1,1972,27,1,"(1970,1980]","autres",4677,"autres","1","fr"
"2330","les migrations de la population de paris entre 1962 et 1968","","",0,"Hélène Bergues","Femme",1,1972,27,1,"(1970,1980]","autres",4685,"autres","1","fr"
"2331","la nuptialité en france précocité et intensité suivant les régions et les catégories socio­professionnelles","","",0,"Louis Roussel","HommeS",1,1971,26,6,"(1970,1980]","",4693,"","1","fr"
"2332","aperçu sur la deuxième conférence démographique européenne","","",0,"Alfred Sauvy","Homme",1,1971,26,6,"(1970,1980]","",4694,"","1","fr"
"2333","la population de sept villages des environs de boulay (moselle) aux xviii et xixe_siècles","","",0,"Jacques Houdaille","HommeS",1,1971,26,6,"(1970,1980]","",4695,"","1","fr"
"2334","deux analyses de l'immigration à paris au xviiie_siècle","","",0,"Daniel Courgeau; Louis Henry","HommeS",2,1971,26,6,"(1970,1980]","",4696,"","2","fr"
"2335","géographie de la fécondité française depuis 1921","","",0,"Hervé Le Bras","Homme",1,1971,26,6,"(1970,1980]","",4697,"","1","fr"
"2336","la construction de tables de mortalité abrégées : comparaison de trois méthodes usuelles","","",0,"Yves Péron","HommeS",1,1971,26,6,"(1970,1980]","chronique",4698,"article","1","fr"
"2337","un fichier de population pour les esquimaux du nouveau-québec","","",0,"Jacques Légaré","Homme",1,1971,26,6,"(1970,1980]","chronique",4699,"article","1","fr"
"2338","l'enquête démographique algérienne à trois passages","","",0,"Dominique Tabutin; Gourari Negadi","MixteS",2,1971,26,6,"(1970,1980]","chronique",4700,"article","2","fr"
"2339","publications récentes sur la population du kenya","","",0,"Harsadja Koesoebjono","Homme",1,1971,26,6,"(1970,1980]","chronique",4701,"article","1","fr"
"2340","une enquête de la ceaeo sur les organismes de recherche et d'enseignement en démographie","","",0,"Jacques Du Guerny","Homme",1,1971,26,6,"(1970,1980]","chronique",4702,"article","1","fr"
"2341","utilisation des contraceptifs dans le monde","","",0,"A. S.; J. H.",NA,2,1971,26,6,"(1970,1980]","chronique",4703,"article","2","fr"
"2342","les parisiens d'adoption vers 1750","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4704,"article","1","fr"
"2343","exode rural et perspectives démographiques par région en italie","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4705,"article","1","fr"
"2344","les élites intellectuelles en ecosse au xviiie_siècle","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4706,"article","1","fr"
"2345","la population du portugal depuis un siècle","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4707,"article","1","fr"
"2346","croissance démographique des territoires polonais sous la domination prussienne 1807-1914","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4708,"article","1","fr"
"2347","l'activité des mères de famille aux étatsunis selon l'ethnie","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4709,"article","1","fr"
"2348","répartition par âge des victimes d'accidents de la route aux étatsunis depuis 1926","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4710,"article","1","fr"
"2349","la population de la république d'indonésie","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4711,"article","1","fr"
"2350","le plan familial en tunisie et au maroc","","",0,"J. H.",NA,1,1971,26,6,"(1970,1980]","chronique",4712,"article","1","fr"
"2351","readings in urban sociology","","",0,"Daniel Courgeau","HommeS",1,1971,26,6,"(1970,1980]","chronique",4729,"article","1","fr"
"2352","migration et acculturation","","",0,"A. W.",NA,1,1971,26,6,"(1970,1980]","chronique",4733,"article","1","fr"
"2353","les pauvres dans les sociétés riches","","",0,"A. W.",NA,1,1971,26,6,"(1970,1980]","chronique",4734,"article","1","fr"
"2354","tutelle et gestion","","",0,"A. W.",NA,1,1971,26,6,"(1970,1980]","chronique",4735,"article","1","fr"
"2355","attitudes des français à l'égard de l'immigration étrangère enquête d'opinion publique","","",0,"Alain Girard","Homme",1,1971,26,5,"(1970,1980]","",4741,"","1","fr"
"2356","les enfants du service d'aide sociale à l'enfance","","",0,"Nicole Dubrulle","Femme",1,1971,26,5,"(1970,1980]","",4742,"","1","fr"
"2357","mesure de la mortalité infantile étude statistique de la méthode biométrique de m jean bourgeois-pichat","","",0,"Robert Nadot","Homme",1,1971,26,5,"(1970,1980]","",4743,"","1","fr"
"2358","nombre désiré et nombre idéal d'enfants chez les femmes rurales en bohême","","",0,"Zdenek Pavlik","Homme",1,1971,26,5,"(1970,1980]","",4744,"","1","fr"
"2359","analyse démographique de deux ouvrages de généalogie sur les descendants de mme de sévigné, bussy-rabutin et jean racine","","",0,"Jacques Houdaille","HommeS",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4746,"article","1","fr"
"2360","les remariages à paris","","",0,"Françoise Vallot","Femme",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4747,"article","1","fr"
"2361","le nombre d'esclaves africains importés en europe et en amérique","","",0,"Jacques Houdaille","HommeS",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4748,"article","1","fr"
"2362","la limitation des naissances chez les quakers américains à la fin du xviiie_siècle","","",0,"Jacques Houdaille","HommeS",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4749,"article","1","fr"
"2363","démographie de la nouvelle-angleterre aux xviie et xviiie_siècles","","",0,"Jacques Houdaille","HommeS",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4750,"article","1","fr"
"2364","la fécondité en australie tendances récentes","","",0,"Jacques Houdaille","HommeS",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4751,"article","1","fr"
"2365","naissances gémellaires dans une île du pacifique","","",0,"Jacques Houdaille","HommeS",1,1971,26,5,"(1970,1980]","notes de recherche et documents",4752,"article","1","fr"
"2366","le contrôle des hommes","","",0,"H. P.",NA,1,1971,26,5,"(1970,1980]","chronique",4755,"article","1","fr"
"2367","advances in planned parenthood vol v","","",0,"H. P.",NA,1,1971,26,5,"(1970,1980]","chronique",4759,"article","1","fr"
"2368","examens des politiques nationales d'éducation france","","",0,"A. W.",NA,1,1971,26,5,"(1970,1980]","chronique",4762,"article","1","fr"
"2369","tableaux de l'éducation nationale statistiques rétrospectives 1958-1968","","",0,"Jean-Noël Biraben","HommeS",1,1971,26,5,"(1970,1980]","chronique",4763,"article","1","fr"
"2370","la réforme régionale et le référendum du 27 avril 1969","","",0,"A. W.",NA,1,1971,26,5,"(1970,1980]","chronique",4764,"article","1","fr"
"2371","les personnes âgées en belgique","","",0,"J. L.",NA,1,1971,26,5,"(1970,1980]","chronique",4770,"article","1","fr"
"2372","un exemple de multidisciplinarité : alexandre vandermonde (1735-1796)","","",0,"Jacqueline Hecht","Femme",1,1971,26,4,"(1970,1980]","",4780,"","1","fr"
"2373","sur le diagnostic de paternité","","",0,"Denise Salmon; Albert Jacquard","MixteS",2,1971,26,4,"(1970,1980]","",4781,"","2","fr"
"2374","l'immigration étrangère en france : une nouvelle méthode de mesure","","",0,"Yves Tugault","Homme",1,1971,26,4,"(1970,1980]","",4782,"","1","fr"
"2375","structure de population et mariages consanguins à l'isle-aux-coudres (québec)","","",0,"Jacques Gomila; Pierre Philippe","HommeS",2,1971,26,4,"(1970,1980]","",4783,"","2","fr"
"2376","l'observation démographique des milieux nomades l'enquête de mauritanie","","",0,"Jacques Brenez","Homme",1,1971,26,4,"(1970,1980]","",4785,"","1","fr"
"2377","l'opinion mondiale à l'égard de l'accroissement démographique et de la limitation des naissances","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4786,"article","1","fr"
"2378","la statistique générale de la france et la démographie, jusqu'à la guerre","","",0,"Henri Bunle","Homme",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4787,"article","1","fr"
"2379","les migrations intérieures en france à la fin du xviiie et au début du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4788,"article","1","fr"
"2380","la mortalité des carmélites en france de 1736 à 1792","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4789,"article","1","fr"
"2381","le divorce en allemagne fédérale tendances récentes","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4790,"article","1","fr"
"2382","infécondité aux étatsunis selon l'ethnie","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4791,"article","1","fr"
"2383","un taux d'accroissement nul aux étatsunis ses conséquences","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4792,"article","1","fr"
"2384","l'immigration aux étatsunis depuis 1963","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4793,"article","1","fr"
"2385","démographie et état sanitaire d'un village indigène du chaco","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4794,"article","1","fr"
"2386","la croissance de la population urbaine en amérique latine","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4795,"article","1","fr"
"2387","nombre d'africains introduits à cuba","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4796,"article","1","fr"
"2388","les maladies vénériennes en amérique depuis 1950","","",0,"Jacques Houdaille","HommeS",1,1971,26,4,"(1970,1980]","notes de recherche et documents",4797,"article","1","fr"
"2389","migration","","",0,"Daniel Courgeau","HommeS",1,1971,26,4,"(1970,1980]","chronique",4812,"article","1","fr"
"2390","rapports de fin d'études des élèves de l'institut national des techniques de la documentation, promotion 1968-1970","","",0,"F. C.",NA,1,1971,26,4,"(1970,1980]","chronique",4817,"article","1","fr"
"2391","pyramides, statuts et carrières i avancement à l'ancienneté - sélection","","",0,"Louis Henry","Homme",1,1971,26,3,"(1970,1980]","",4823,"","1","fr"
"2392","choix du conjoint et homogamie","","",0,"Albert Jacquard; Martine Segalen","MixteS",2,1971,26,3,"(1970,1980]","",4824,"","2","fr"
"2393","la population du languedoc et des intendances d'auch, de montauban et du roussillon aux xviie et xviiie_siècles","","",0,"Georges Frêche","Homme",1,1971,26,3,"(1970,1980]","",4825,"","1","fr"
"2394","éléments pour une théorie des populations instables","","",0,"Hervé Le Bras","Homme",1,1971,26,3,"(1970,1980]","",4827,"","1","fr"
"2395","chronique de l'aed (association des experts démographes et diplômés de démographie générale)","","",0,"Silvana Schifini D'Andrea","Femme",1,1971,26,3,"(1970,1980]","chronique",4828,"article","1","fr"
"2396","la deuxième conférence démographique européenne (strasbourg), 31 août - 7 septembre 1971","","",0,"Elisabeth Garlot","Femme",1,1971,26,3,"(1970,1980]","notes de recherche et documents",4830,"article","1","fr"
"2397","colloque de mathématiques et sociologie","","",0,"Daniel Courgeau","HommeS",1,1971,26,3,"(1970,1980]","notes de recherche et documents",4831,"article","1","fr"
"2398","premiers résultats du recensement de cuba","","",0,"Jacques Houdaille","HommeS",1,1971,26,3,"(1970,1980]","notes de recherche et documents",4832,"article","1","fr"
"2399","plan indicatif mondial provisoire pour le développement de l'agriculture","","",0,"A. W.",NA,1,1971,26,3,"(1970,1980]","chronique",4847,"article","1","fr"
"2400","les transformations du mode de vie","","",0,"A. W.",NA,1,1971,26,3,"(1970,1980]","chronique",4852,"article","1","fr"
"2401","les communistes et la condition de la femme","","",0,"J. H.",NA,1,1971,26,3,"(1970,1980]","chronique",4853,"article","1","fr"
"2402","les travailleurs émigrés parlent","","",0,"Hélène Bergues","Femme",1,1971,26,3,"(1970,1980]","chronique",4854,"article","1","fr"
"2403","influence du nombre d'enfants sur le niveau de vie de la famille : évolution en france de 1950 à 1970 comparaison avec quelques pays européens en 1969","","",0,"Paul Paillat","HommeS",1,1971,26,2,"(1970,1980]","",4864,"","1","fr"
"2404","l'attitude des familles d'agriculteurs devant la migration professionnelle : résultats d'une enquête","","",0,"Geneviève Gontier; Jean Dumard","MixteS",2,1971,26,2,"(1970,1980]","",4865,"","2","fr"
"2405","mariages et divorces à paris : analyse des actes de mariage de quatre cohortes","","",0,"Françoise Vallot","Femme",1,1971,26,2,"(1970,1980]","",4866,"","1","fr"
"2406","l'attitude des diverses générations à l'égard du mariage, de la famille et du divorce en france","","",0,"Louis Roussel","HommeS",1,1971,26,2,"(1970,1980]","",4867,"","1","fr"
"2407","les dissolutions d'union en france, étudiées à partir des minutes de jugement","","",0,"Éliane Jaulerry","Femme",1,1971,26,2,"(1970,1980]","",4868,"","1","fr"
"2408","les caractéristiques judiciaires du divorce en france","","",0,"Yves Dezalay; Jacques Commaille","HommeS",2,1971,26,2,"(1970,1980]","",4869,"","2","fr"
"2409","existe-t-il, dans un groupe social, une loi de distribution des familles selon le nombre d'enfants","","",0,"Jean Daric","Homme",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4870,"article","1","fr"
"2410","la délinquance juvénile et la famille en étatsuniss","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4871,"article","1","fr"
"2411","stabilité des mariages aux étatsunis suivant l'ethnie","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4872,"article","1","fr"
"2412","divortialité par cohortes de mariage aux étatsunis","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4873,"article","1","fr"
"2413","la « famille idéale » selon l'instruction dans une ville de l'inde","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4874,"article","1","fr"
"2414","le lien matrimonial colloque du cerdic, strasbourg, 21-23 mai 1970","","",0,"M.-L. L.",NA,1,1971,26,2,"(1970,1980]","chronique",4877,"article","1","fr"
"2415","la population active soviétique : structure et évolution","","",0,"Michel Destefanis","Homme",1,1971,26,2,"(1970,1980]","",4902,"","1","fr"
"2416","les facteurs de la fécondité en martinique","","",0,"Henri Leridon","HommeS",1,1971,26,2,"(1970,1980]","",4903,"","1","fr"
"2417","activités des organisations internationales en matière démographique deuxième partie : bilan récent et programme de travail des nations unies","","",0,"Elisabeth Garlot","Femme",1,1971,26,2,"(1970,1980]","",4904,"","1","fr"
"2418","caractères sociaux de jeunes délinquantes d'un centre d'observation","","",0,"Bruno Castets; Claude Levy","MixteS",2,1971,26,2,"(1970,1980]","",4905,"","2","fr"
"2419","évolution de la nuptialité en europe occidentale, depuis la guerre","","",0,"Patrick Festy","Homme",1,1971,26,2,"(1970,1980]","",4906,"","1","fr"
"2420","la mortalité due aux accidents de la route dans le monde","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4907,"article","1","fr"
"2421","caractéristiques physiques des européens nés à la fin du xviiie_siècle","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4908,"article","1","fr"
"2422","séminaire sur la fécondité dans les pays arabes","","",0,"Jacques Vallin","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4909,"article","1","fr"
"2423","une secte antimalthusienne aux étatsunis : les amish","","",0,"Jacques Houdaille","HommeS",1,1971,26,2,"(1970,1980]","notes de recherche et documents",4910,"article","1","fr"
"2424","grandes villes et petites villes démographie et croissance urbaine démographie et scolarisation","","",0,"A. W.",NA,1,1971,26,2,"(1970,1980]","chronique",4911,"article","1","fr"
"2425","family planning programme an international survey","","",0,"H. P.",NA,1,1971,26,2,"(1970,1980]","chronique",4916,"article","1","fr"
"2426","les paysans dans la lutte des classes","","",0,"T. L.",NA,1,1971,26,2,"(1970,1980]","chronique",4923,"article","1","fr"
"2427","le tarn","","",0,"A. A.",NA,1,1971,26,2,"(1970,1980]","chronique",4934,"article","1","fr"
"2428","l'emploi en algérie à travers le recensement de 1966","","",0,"B. Dellouci; Ahmed Bahri",NA,2,1971,26,1,"(1970,1980]","",4946,"","2","fr"
"2429","la population d'algérie d'après le recensement de 1966","","",0,"François Pradel de Lamaze; Abdellaziz Bouisri","HommeS",2,1971,26,1,"(1970,1980]","",4947,"","2","fr"
"2430","la population active selon les recensements depuis 1946","","",0,"Alfred Nizard","Homme",1,1971,26,1,"(1970,1980]","",4948,"","1","fr"
"2431","modernisation et contraception au maroc central illustration de l'analyse des données d'une enquête cap","","",0,"Robert Lapham","Homme",1,1971,26,1,"(1970,1980]","",4950,"","1","fr"
"2432","perspectives de l'emploi dans le secteur des services de 1968 à 1975","","",0,"Laurence Foucher","Femme",1,1971,26,1,"(1970,1980]","",4951,"","1","fr"
"2433","la croissance de la population de la tunisie passé récent et perspectives","","",0,"Alain Marcoux","Homme",1,1971,26,1,"(1970,1980]","",4952,"","1","fr"
"2434","la mortalité intra-utérine d'origine chromosomique","","",0,"Joëlle Boué; Henri Leridon","MixteS",2,1971,26,1,"(1970,1980]","",4953,"","2","fr"
"2435","le revenu national en france au xixe_siècle","","",0,"A. S.",NA,1,1971,26,1,"(1970,1980]","notes de recherche et documents",4954,"article","1","fr"
"2436","la réussite sociale au début du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4955,"article","1","fr"
"2437","la mortalité des généraux et amiraux de la révolution et de l'empire","","",0,"Jacques Houdaille","HommeS",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4956,"article","1","fr"
"2438","aperçu des migrations intérieures en tunisie","","",0,"Michel Picouet","Homme",1,1971,26,1,"(1970,1980]","",4957,"","1","fr"
"2439","la stérilisation volontaire dans le monde","","",0,"Jacques Houdaille","HommeS",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4958,"article","1","fr"
"2440","sur l'usage des méthodes contraceptives dans la population algérienne à paris","","",0,"Andrée Michel","Homme",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4959,"article","1","fr"
"2441","les esclaves dans la zone d'occupation anglaise de saint-domingue en 1796","","",0,"Jacques Houdaille","HommeS",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4960,"article","1","fr"
"2442","recul de l'espérance de vie en nouvelle-zélande","","",0,"Jacques Vallin","HommeS",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4961,"article","1","fr"
"2443","la régulation des naissances à taïwan","","",0,"J. H.",NA,1,1971,26,1,"(1970,1980]","chronique",4965,"article","1","fr"
"2444","aspects symboliques du centre","","",0,"A. W.",NA,1,1971,26,1,"(1970,1980]","chronique",4971,"article","1","fr"
"2445","l'enseignement du premier et du second degré en tunisie","","",0,"Chadli Tarifa","Homme",1,1971,26,1,"(1970,1980]","",4979,"","1","fr"
"2446","limitation des naissances en tunisie efforts et résultats","","",0,"Jacques Vallin","HommeS",1,1971,26,1,"(1970,1980]","",4987,"","1","fr"
"2447","l'enquête nationale démographique tunisienne","","",0,"Jacques Vallin","HommeS",1,1971,26,1,"(1970,1980]","",4994,"","1","fr"
"2448","les motifs du sous-enregistrement des naissances et des décès à l'état civil : une expérience tunisienne","","",0,"Claude Paulet","Mixte",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4995,"article","1","fr"
"2449","la nuptialité en tunisie","","",0,"Jacques Vallin","HommeS",1,1971,26,1,"(1970,1980]","notes de recherche et documents",4996,"article","1","fr"
"2450","l'ined a 25 ans","","",0,"Alfred Sauvy","Homme",1,1970,25,6,"(1960,1970]","",4998,"","1","fr"
"2451","la population de remmesweiler en sarre aux xviiie et xixe_siècles","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","",5000,"","1","fr"
"2452","la population de northside dans l'île saint-thomas : un isolat français dans les antilles","","",0,"Bennett Dyke","Homme",1,1970,25,6,"(1960,1970]","",5002,"","1","fr"
"2453","ii les populations de l'afrique au nord du sahara","","",0,"Jacques Vallin","HommeS",1,1970,25,6,"(1960,1970]","rapport sur la situation démographique de",5004,"article","1","fr"
"2454","chronique de l'aed (association des experts démographes et diplômés de démographie générale)","","",0,"Alfred Nizard","Homme",1,1970,25,6,"(1960,1970]","rapport sur la situation démographique de",5005,"article","1","fr"
"2455","les facteurs démographiques de la révolte des jeunes","","",0,"A. S.",NA,1,1970,25,6,"(1960,1970]","chronique",5006,"article","1","fr"
"2456","evolution de la couleur des yeux et des cheveux des parisiens depuis le début du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","chronique",5007,"article","1","fr"
"2457","les origines des parisiens d'adoption au début du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","chronique",5008,"article","1","fr"
"2458","la structure professionnelle en france au début du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","chronique",5009,"article","1","fr"
"2459","la population de la réunion","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","chronique",5010,"article","1","fr"
"2460","la population de la turquie","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","chronique",5011,"article","1","fr"
"2461","la taille des français au début du xixe_siècle","","",0,"Jacques Houdaille","HommeS",1,1970,25,6,"(1960,1970]","chronique",5012,"article","1","fr"
"2462","enquête démographique au mali, 1960-1961","","",0,"J. V.",NA,1,1970,25,6,"(1960,1970]","chronique",5017,"article","1","fr"
"2463","quelle économie? quelle société?","","",0,"A. W.",NA,1,1970,25,6,"(1960,1970]","chronique",5023,"article","1","fr"
"2464","vers une action commune pour le développement du tiers-monde rapport de la commission d'étude du développement international","","",0,"P. Vr.",NA,1,1970,25,6,"(1960,1970]","chronique",5030,"article","1","fr"
"2465","histoire économique et sociale de la france","","",0,"A. W.",NA,1,1970,25,6,"(1960,1970]","chronique",5039,"article","1","fr"
"2466","un taux d'accroissement nul pour les pays en voie de développement en l'an 2000 rêve ou réalité?","","",0,"Si-Ahmed Taleb; Jean Bourgeois-Pichat","HommeS",2,1970,25,5,"(1960,1970]","",5049,"","2","fr"
"2467","les effets de la concentration industrielle sur les besoins en personnel par profession","","",0,"Laurence Foucher; Claude Vimont","MixteS",2,1970,25,5,"(1960,1970]","",5052,"","2","fr"
"2468","la mobilité géographique en france depuis un siècle : une étude par générations","","",0,"Yves Tugault","Homme",1,1970,25,5,"(1960,1970]","",5053,"","1","fr"
"2469","éleveurs et cultivateurs des hauts plateaux de l'adamawa la population du lamidat de banyo second article : la fécondité et les structures démographiques et leur évolution","","",0,"Jean Hurault","Homme",1,1970,25,5,"(1960,1970]","",5054,"","1","fr"
"2470","le risque de conception selon le jour du cycle menstruel","","",0,"Henri Leridon","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5055,"article","1","fr"
"2471","une nouvelle technique pour les enquêtes sur les actes illégaux","","",0,"Jacques Houdaille","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5056,"article","1","fr"
"2472","les migrations intérieures en italie","","",0,"Jacques Houdaille","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5057,"article","1","fr"
"2473","structure sociale et pratique religieuse en andalousie","","",0,"Jacques Houdaille","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5058,"article","1","fr"
"2474","les minorités ethniques avant et après la deuxième guerre en europe centrale","","",0,"A. S.; Jacques Houdaille",NA,2,1970,25,5,"(1960,1970]","notes de recherche et documents",5059,"article","2","fr"
"2475","les divorces aux étatsunis","","",0,"F. V.",NA,1,1970,25,5,"(1960,1970]","notes de recherche et documents",5060,"article","1","fr"
"2476","les pertes américaines au viet-nam","","",0,"Jacques Houdaille","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5061,"article","1","fr"
"2477","l'encyclique du pape et les catholiques américains","","",0,"Jacques Houdaille","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5062,"article","1","fr"
"2478","l'évolution de la mortalité en amérique latine","","",0,"Jacques Houdaille","HommeS",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5063,"article","1","fr"
"2479","les prévisions faites en 1944 pour l'année 1970","","",0,"A. S.",NA,1,1970,25,5,"(1960,1970]","notes de recherche et documents",5064,"article","1","fr"
"2480","projections de population comparées : étatsunis, étatsuniss, france","","",0,"Patrick Festy","Homme",1,1970,25,5,"(1960,1970]","notes de recherche et documents",5065,"article","1","fr"
"2481","revisions in mercantilism","","",0,"J. H.",NA,1,1970,25,5,"(1960,1970]","chronique",5070,"article","1","fr"
"2482","jean sutter","","",0,"Jean Bourgeois-Pichat; Alfred Sauvy","HommeS",2,1970,25,4,"(1960,1970]","",5086,"","2","fr"
"2483","quelques aspects économiques et démographiques de la criminalité","","",0,"Alfred Sauvy","Homme",1,1970,25,4,"(1960,1970]","",5087,"","1","fr"
"2484","structure de la famille chez les serer et les wolof au sénégal","","",0,"R. P. V. Martin",NA,1,1970,25,4,"(1960,1970]","",5088,"","1","fr"
